,GAME_ID,game_number,H_A,team_name,player_id,person_id,name,birthdate,birthdate_year,jersey_number,position_str,shots,goals,assists,points,primarypoints,5v5primarypoints,EVprimarypoints,plusminus,hits,pim,5v5_G,5v5_A1,5v5_A2,EV_G,EV_A1,EV_A2,PP_G,PP_A1,PP_A2,SH_G,SH_A1,SH_A2,5v5_GF,5v5_GA,5v5_GF%,faceoff_wins,faceoff_attempts,birth_date,homeprov,homecntry,OA
27,1019412,0,A,Red Deer Rebels,28717,9068,Matteo Fabrizi,,2005,6,D,1,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,23/3/2005,AB,Canada,0
28,1019413,0,H,Red Deer Rebels,28717,9068,Matteo Fabrizi,,2005,6,D,1,1,0,1,1,1,1,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0.5,0,0,23/3/2005,AB,Canada,0
29,1019444,0,A,Red Deer Rebels,28717,9068,Matteo Fabrizi,,2005,6,D,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1.0,0,0,23/3/2005,AB,Canada,0
30,1019445,0,A,Red Deer Rebels,28717,9068,Matteo Fabrizi,,2005,6,D,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,23/3/2005,AB,Canada,0
31,1019446,0,H,Red Deer Rebels,28717,9068,Matteo Fabrizi,,2005,6,D,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,23/3/2005,AB,Canada,0
32,1019447,0,H,Red Deer Rebels,28717,9068,Matteo Fabrizi,,2005,6,D,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,23/3/2005,AB,Canada,0
33,1019448,0,A,Red Deer Rebels,28717,9068,Matteo Fabrizi,,2005,6,D,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,0,23/3/2005,AB,Canada,0
34,1019449,0,H,Red Deer Rebels,28717,9068,Matteo Fabrizi,,2005,6,D,2,0,0,0,0,0,0,-1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,23/3/2005,AB,Canada,0
35,1019450,0,A,Red Deer Rebels,28717,9068,Matteo Fabrizi,,2005,6,D,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0,0,23/3/2005,AB,Canada,0
36,1019409,0,H,Red Deer Rebels,28388,8709,Jace Weir,21/5/2004,2004,8,D,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1.0,0,0,21/5/2004,BC,,0
37,1019410,0,H,Red Deer Rebels,28388,8709,Jace Weir,,2004,8,D,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,0,0,21/5/2004,BC,,0
38,1019411,0,A,Red Deer Rebels,28388,8709,Jace Weir,,2004,8,D,1,0,0,0,0,0,0,-1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,21/5/2004,BC,,0
39,1019412,0,A,Red Deer Rebels,28388,8709,Jace Weir,,2004,8,D,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,21/5/2004,BC,,0
40,1019413,0,H,Red Deer Rebels,28388,8709,Jace Weir,,2004,8,D,2,0,1,1,1,1,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,1.0,0,0,21/5/2004,BC,,0
41,1019444,0,A,Red Deer Rebels,28388,8709,Jace Weir,,2004,8,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,21/5/2004,BC,,0
42,1019445,0,A,Red Deer Rebels,28388,8709,Jace Weir,,2004,8,D,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1.0,0,0,21/5/2004,BC,,0
43,1019446,0,H,Red Deer Rebels,28388,8709,Jace Weir,,2004,8,D,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,0,21/5/2004,BC,,0
44,1019447,0,H,Red Deer Rebels,28388,8709,Jace Weir,,2004,8,D,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0,0,21/5/2004,BC,,0
45,1019448,0,A,Red Deer Rebels,28388,8709,Jace Weir,,2004,8,D,0,0,0,0,0,0,0,-1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,21/5/2004,BC,,0
46,1019449,0,H,Red Deer Rebels,28388,8709,Jace Weir,,2004,8,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.5,0,0,21/5/2004,BC,,0
47,1019450,0,A,Red Deer Rebels,28388,8709,Jace Weir,,2004,8,D,0,0,1,1,0,0,0,-1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0.5,0,0,21/5/2004,BC,,0
48,1019409,0,H,Red Deer Rebels,28126,8404,Jayden Grubbe,12/1/2003,2003,9,C,4,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1.0,17,25,12/1/2003,AB,,0
49,1019410,0,H,Red Deer Rebels,28126,8404,Jayden Grubbe,,2003,9,C,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,18,28,12/1/2003,AB,,0
50,1019411,0,A,Red Deer Rebels,28126,8404,Jayden Grubbe,,2003,9,C,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,19,36,12/1/2003,AB,,0
51,1019412,0,A,Red Deer Rebels,28126,8404,Jayden Grubbe,,2003,9,C,5,0,3,3,2,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0.5,16,29,12/1/2003,AB,,0
52,1019413,0,H,Red Deer Rebels,28126,8404,Jayden Grubbe,,2003,9,C,4,0,5,5,2,1,1,0,0,2,0,1,1,0,1,1,0,1,2,0,0,0,2,1,0.666666667,25,36,12/1/2003,AB,,0
53,1019444,0,A,Red Deer Rebels,28126,8404,Jayden Grubbe,,2003,9,C,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1.0,14,24,12/1/2003,AB,,0
54,1019445,0,A,Red Deer Rebels,28126,8404,Jayden Grubbe,,2003,9,C,2,1,2,3,2,2,2,3,0,0,1,1,0,1,1,0,0,0,1,0,0,0,3,0,1.0,10,20,12/1/2003,AB,,0
55,1019446,0,H,Red Deer Rebels,28126,8404,Jayden Grubbe,,2003,9,C,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,13,22,12/1/2003,AB,,0
56,1019447,0,H,Red Deer Rebels,28126,8404,Jayden Grubbe,,2003,9,C,3,0,1,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,20,30,12/1/2003,AB,,0
57,1019448,0,A,Red Deer Rebels,28126,8404,Jayden Grubbe,,2003,9,C,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,13,25,12/1/2003,AB,,0
58,1019449,0,H,Red Deer Rebels,28126,8404,Jayden Grubbe,,2003,9,C,3,0,0,0,0,0,0,-2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,18,27,12/1/2003,AB,,0
59,1019450,0,A,Red Deer Rebels,28126,8404,Jayden Grubbe,,2003,9,C,3,0,1,1,0,0,0,-1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2,0.333333333,5,12,12/1/2003,AB,,0
60,1019409,0,H,Red Deer Rebels,29098,9582,Frantisek Formanek,6/5/2004,2004,10,RW,4,1,0,1,1,1,1,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,2,0,1.0,0,0,6/5/2004,,Czechia,0
61,1019410,0,H,Red Deer Rebels,29098,9582,Frantisek Formanek,,2004,10,RW,5,0,0,0,0,0,0,-1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,6/5/2004,,Czechia,0
62,1019411,0,A,Red Deer Rebels,29098,9582,Frantisek Formanek,,2004,10,RW,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,1,0.666666667,0,0,6/5/2004,,Czechia,0
63,1019412,0,A,Red Deer Rebels,29098,9582,Frantisek Formanek,,2004,10,RW,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,6/5/2004,,Czechia,0
64,1019413,0,H,Red Deer Rebels,29098,9582,Frantisek Formanek,,2004,10,RW,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,1,6/5/2004,,Czechia,0
65,1019444,0,A,Red Deer Rebels,29098,9582,Frantisek Formanek,,2004,10,RW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,6/5/2004,,Czechia,0
66,1019445,0,A,Red Deer Rebels,29098,9582,Frantisek Formanek,,2004,10,RW,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,6/5/2004,,Czechia,0
67,1019446,0,H,Red Deer Rebels,29098,9582,Frantisek Formanek,,2004,10,RW,3,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0.5,0,0,6/5/2004,,Czechia,0
68,1019447,0,H,Red Deer Rebels,29098,9582,Frantisek Formanek,,2004,10,RW,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,6/5/2004,,Czechia,0
69,1019448,0,A,Red Deer Rebels,29098,9582,Frantisek Formanek,,2004,10,RW,2,0,1,1,0,0,0,2,0,2,0,0,1,0,0,1,0,0,0,0,0,0,2,0,1.0,0,0,6/5/2004,,Czechia,0
70,1019450,0,A,Red Deer Rebels,29098,9582,Frantisek Formanek,,2004,10,RW,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.333333333,0,0,6/5/2004,,Czechia,0
71,1019409,0,H,Red Deer Rebels,28170,8448,Craig Armstrong,5/6/2003,2003,11,RW,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2,3,5/6/2003,AB,,0
72,1019412,0,A,Red Deer Rebels,28170,8448,Craig Armstrong,,2003,11,RW,4,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,5/6/2003,AB,,0
73,1019413,0,H,Red Deer Rebels,28170,8448,Craig Armstrong,,2003,11,RW,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,5/6/2003,AB,,0
74,1019444,0,A,Red Deer Rebels,28170,8448,Craig Armstrong,,2003,11,RW,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,0,5/6/2003,AB,,0
75,1019445,0,A,Red Deer Rebels,28170,8448,Craig Armstrong,,2003,11,RW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,5/6/2003,AB,,0
76,1019446,0,H,Red Deer Rebels,28170,8448,Craig Armstrong,,2003,11,RW,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,5/6/2003,AB,,0
77,1019447,0,H,Red Deer Rebels,28170,8448,Craig Armstrong,,2003,11,RW,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,5/6/2003,AB,,0
78,1019448,0,A,Red Deer Rebels,28170,8448,Craig Armstrong,,2003,11,RW,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,0,0,5/6/2003,AB,,0
79,1019449,0,H,Red Deer Rebels,28170,8448,Craig Armstrong,,2003,11,RW,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.666666667,0,0,5/6/2003,AB,,0
80,1019450,0,A,Red Deer Rebels,28170,8448,Craig Armstrong,,2003,11,RW,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,0,5/6/2003,AB,,0
81,1019409,0,H,Red Deer Rebels,28768,9138,Kalan Lind,25/1/2005,2005,13,C,4,0,1,1,1,1,1,2,0,2,0,1,0,0,1,0,0,0,0,0,0,0,2,0,1.0,0,0,25/1/2005,SK,,0
82,1019410,0,H,Red Deer Rebels,28768,9138,Kalan Lind,,2005,13,C,2,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,1,25/1/2005,SK,,0
83,1019411,0,A,Red Deer Rebels,28768,9138,Kalan Lind,,2005,13,C,5,0,1,1,1,1,1,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,2,1,0.666666667,0,0,25/1/2005,SK,,0
84,1019412,0,A,Red Deer Rebels,28768,9138,Kalan Lind,,2005,13,C,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,25/1/2005,SK,,0
85,1019413,0,H,Red Deer Rebels,28768,9138,Kalan Lind,,2005,13,C,7,1,0,1,1,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.0,1,1,25/1/2005,SK,,0
86,1019444,0,A,Red Deer Rebels,28768,9138,Kalan Lind,,2005,13,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,25/1/2005,SK,,0
87,1019445,0,A,Red Deer Rebels,28768,9138,Kalan Lind,,2005,13,C,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,25/1/2005,SK,,0
88,1019446,0,H,Red Deer Rebels,28768,9138,Kalan Lind,,2005,13,C,3,1,0,1,0,0,1,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.0,0,0,25/1/2005,SK,,0
89,1019447,0,H,Red Deer Rebels,28768,9138,Kalan Lind,,2005,13,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,25/1/2005,SK,,0
90,1019450,0,A,Red Deer Rebels,28768,9138,Kalan Lind,,2005,13,C,3,0,1,1,1,1,1,-2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2,0.333333333,0,0,25/1/2005,SK,,0
91,1019409,0,H,Red Deer Rebels,29238,9738,Carson Birnie,22/2/2005,2005,15,LW,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,22/2/2005,,,0
92,1019410,0,H,Red Deer Rebels,29238,9738,Carson Birnie,,2005,15,LW,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,3,22/2/2005,,,0
93,1019411,0,A,Red Deer Rebels,29238,9738,Carson Birnie,,2005,15,LW,3,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1.0,0,1,22/2/2005,,,0
94,1019412,0,A,Red Deer Rebels,29238,9738,Carson Birnie,,2005,15,LW,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,1,22/2/2005,,,0
95,1019413,0,H,Red Deer Rebels,29238,9738,Carson Birnie,,2005,15,LW,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,22/2/2005,,,0
96,1019444,0,A,Red Deer Rebels,29238,9738,Carson Birnie,,2005,15,LW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,22/2/2005,,,0
97,1019445,0,A,Red Deer Rebels,29238,9738,Carson Birnie,,2005,15,LW,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1.0,0,0,22/2/2005,,,0
98,1019446,0,H,Red Deer Rebels,29238,9738,Carson Birnie,,2005,15,LW,1,0,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1.0,0,0,22/2/2005,,,0
99,1019447,0,H,Red Deer Rebels,29238,9738,Carson Birnie,,2005,15,LW,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,22/2/2005,,,0
100,1019448,0,A,Red Deer Rebels,29238,9738,Carson Birnie,,2005,15,LW,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0.5,0,0,22/2/2005,,,0
101,1019449,0,H,Red Deer Rebels,29238,9738,Carson Birnie,,2005,15,LW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,22/2/2005,,,0
102,1019450,0,A,Red Deer Rebels,29238,9738,Carson Birnie,,2005,15,LW,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0,0,22/2/2005,,,0
103,1019409,0,H,Red Deer Rebels,28924,9366,Ryker Singer,19/4/2005,2005,16,C,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,0,19/4/2005,SK,,0
104,1019410,0,H,Red Deer Rebels,28924,9366,Ryker Singer,,2005,16,C,1,0,0,0,0,0,0,-1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,19/4/2005,SK,,0
105,1019411,0,A,Red Deer Rebels,28924,9366,Ryker Singer,,2005,16,C,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,19/4/2005,SK,,0
106,1019448,0,A,Red Deer Rebels,28924,9366,Ryker Singer,,2005,16,C,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,19/4/2005,SK,,0
107,1019449,0,H,Red Deer Rebels,28924,9366,Ryker Singer,,2005,16,C,1,0,1,1,0,0,0,0,0,4,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0.5,1,1,19/4/2005,SK,,0
108,1019450,0,A,Red Deer Rebels,28924,9366,Ryker Singer,,2005,16,C,2,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1.0,0,0,19/4/2005,SK,,0
109,1019409,0,H,Red Deer Rebels,29009,9488,Ollie Josephson,22/7/2006,2006,17,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,6,9,22/7/2006,,,0
110,1019410,0,H,Red Deer Rebels,29009,9488,Ollie Josephson,,2006,17,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,8,19,22/7/2006,,,0
111,1019411,0,A,Red Deer Rebels,29009,9488,Ollie Josephson,,2006,17,C,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,1,6,22/7/2006,,,0
112,1019412,0,A,Red Deer Rebels,29009,9488,Ollie Josephson,,2006,17,C,2,1,1,2,1,0,0,2,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1.0,5,15,22/7/2006,,,0
113,1019413,0,H,Red Deer Rebels,29009,9488,Ollie Josephson,,2006,17,C,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,8,14,22/7/2006,,,0
114,1019444,0,A,Red Deer Rebels,29009,9488,Ollie Josephson,,2006,17,C,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,6,7,22/7/2006,,,0
115,1019445,0,A,Red Deer Rebels,29009,9488,Ollie Josephson,,2006,17,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,5,14,22/7/2006,,,0
116,1019446,0,H,Red Deer Rebels,29009,9488,Ollie Josephson,,2006,17,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,11,15,22/7/2006,,,0
117,1019447,0,H,Red Deer Rebels,29009,9488,Ollie Josephson,,2006,17,C,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,8,10,22/7/2006,,,0
118,1019448,0,A,Red Deer Rebels,29009,9488,Ollie Josephson,,2006,17,C,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0.5,6,14,22/7/2006,,,0
